"ID","REFERENCE","ORDER_DATE","SUPPLIER_ID","TOTAL_AMOUNT","DESCRIPTION","STATUS"
1085,PO007,2022-06-03 00:00:00.000,100,26700,Taxi services fees,Closed
1086,PO009-1,2022-06-18 00:00:00.000,112,,Security vests for firewardens,Received
1087,PO009-1,2022-06-18 00:00:00.000,138,,Security vests for firewardens,Received
1088,PO011-1,2022-07-06 00:00:00.000,101,,Staplers Heavy duty x 10,Received
1089,PO008-1,2022-06-05 00:00:00.000,97,,"10 HDDs 3TB",Received
1090,PO008-2,2022-06-05 00:00:00.000,136,,"10 Motherboard Asus PRIME Z270-A",Received
1091,PO011-2,2022-07-06 00:00:00.000,101,,Organizers x 200,Received
1092,PO012,2022-08-16 00:00:00.000,133,265000,Vehicle Spare parts,Open
1093,PO012-1,2022-08-16 00:00:00.000,118,,Aluminium evaporator x 15,Received
1094,PO012-1,2022-08-16 00:00:00.000,120,,Aluminium evaporator x 15,Received
1095,PO012-1,2022-08-16 00:00:00.000,133,,Aluminium evaporator x 15,Received
1096,PO012-1,2022-08-16 00:00:00.000,118,,Wheels and balancing,Received
1097,PO012-2,2022-08-16 00:00:00.000,107,,Rear door + repair,Received
1098,PO012-2,2022-08-16 00:00:00.000,118,,Rear door + repair,Received
1099,PO012-3,2022-08-16 00:00:00.000,131,,High pressure fuel injector nozzle OEM x 10,Received
1100,PO012-4,2022-08-16 00:00:00.000,92,,Air suspension compressor x 3,Received
1101,PO012-4,2022-08-16 00:00:00.000,107,,Air suspension compressor x 3,Received
1102,PO012-5,2022-08-16 00:00:00.000,94,,Aluminium alloy set x 5,Received
1103,PO012-5,2022-08-16 00:00:00.000,105,,Master brake x 12,Received
1104,PO006-1,2022-02-16 00:00:00.000,96,,Packet 5,Received
1105,PO006-1,2022-02-16 00:00:00.000,122,,Packet 5,Received
1106,PO013-1,2022-08-20 00:00:00.000,116,,Audi Q5,Received
1107,PO006-1,2022-02-16 00:00:00.000,96,,Packet 6,Received
1108,PO007-2,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
1109,PO007-5,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
1110,PO014,2022-09-15 00:00:00.000,108,,Purchases of Digital equipment,Open
1111,PO014,2022-09-15 00:00:00.000,111,,Purchases of Digital equipment,Open
1112,PO014-1,2022-09-15 00:00:00.000,121,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1113,PO014-1,2022-09-15 00:00:00.000,124,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1114,PO014-3,2022-09-15 00:00:00.000,108,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1115,PO014-3,2022-09-15 00:00:00.000,121,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1116,PO014-4,2022-09-15 00:00:00.000,124,,"3TB SATA HARD DISK x 4",Received
1117,PO014-4,2022-09-15 00:00:00.000,134,,"3TB SATA HARD DISK x 4",Received
1118,PO014-5,2022-09-15 00:00:00.000,124,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1119,PO014-5,2022-09-15 00:00:00.000,137,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1120,PO014-1,2022-09-15 00:00:00.000,121,,FAN UNIT x 20,Cancelled
1121,PO014-1,2022-09-15 00:00:00.000,124,,FAN UNIT x 20,Cancelled
1122,PO014-1,2022-09-15 00:00:00.000,134,,FAN UNIT x 20,Cancelled
1123,PO014-1,2022-09-15 00:00:00.000,111,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
1124,PO014-2,2022-09-15 00:00:00.000,108,,VIEWSONIC PJD5155 PROJECTOR,Received
1125,PO014-2,2022-09-15 00:00:00.000,124,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1126,PO014-3,2022-09-15 00:00:00.000,95,,GENIUS MEDIA POINTER 900BT x 3,Received
1127,PO014-3,2022-09-15 00:00:00.000,124,,GENIUS MEDIA POINTER 900BT x 3,Received
1128,PO014-3,2022-09-15 00:00:00.000,134,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1129,PO014-3,2022-09-15 00:00:00.000,98,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1130,PO014-4,2022-09-15 00:00:00.000,137,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1131,PO014-4,2022-09-15 00:00:00.000,134,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1132,PO014-5,2022-09-15 00:00:00.000,121,,LENOVO B50-30 x 5,Received
1133,PO014-5,2022-09-15 00:00:00.000,108,,DELL N3543 CORE i5 x 3,Cancelled
1134,PO014-5,2022-09-15 00:00:00.000,137,,DELL N3543 CORE i5 x 3,Cancelled
1135,PO001-1,2022-01-03 00:00:00.000,92,,Back lights,Received
1136,PO001-1,2022-01-03 00:00:00.000,131,,Back lights,Received
1137,PO002-1,2022-01-10 00:00:00.000,103,,Purchase of Car Model X,Received
1138,PO003,2022-01-24 00:00:00.000,95,57300,Computer screens,Closed
1139,PO003,2022-01-24 00:00:00.000,134,57300,Computer screens,Closed
1140,PO003-1,2022-01-24 00:00:00.000,95,,"Screens 22""",Received
1141,PO003-1,2022-01-24 00:00:00.000,134,,"Screens 22""",Received
1142,PO001-3,2022-01-03 00:00:00.000,94,,Fuel filter,Received
1143,PO004,2022-02-07 00:00:00.000,140,6800,Purchase of Stationeries,Closed
1144,PO004-2,2022-02-07 00:00:00.000,101,,Pencil HB boxes,Received
1145,PO005,2022-04-07 00:00:00.000,132,21000,International Magazines,Closed
1146,PO005-2,2022-04-07 00:00:00.000,119,,Science world,Received
1147,PO003-4,2022-01-24 00:00:00.000,121,,"Screens 35""",Received
1148,PO004-4,2022-02-07 00:00:00.000,101,600,Clips boxes,Cancelled
1149,PO005-3,2022-04-07 00:00:00.000,119,,Science world,Received
1150,PO005-3,2022-04-07 00:00:00.000,132,,Science world,Received
1151,PO005-4,2022-04-07 00:00:00.000,93,,Discovery mag,Received
1152,PO006,2022-02-16 00:00:00.000,109,250000,Stationery orders,Open
1153,PO007,2022-06-03 00:00:00.000,139,26700,Taxi services fees,Closed
1154,PO008,2022-06-05 00:00:00.000,97,85200,Orders of computer spare parts,Open
1155,PO009-1,2022-06-18 00:00:00.000,125,,Security vests for firewardens,Received
1156,PO010,2022-07-03 00:00:00.000,102,,Electronic spare parts,Closed
1157,PO010,2022-07-03 00:00:00.000,128,,Electronic spare parts,Closed
1158,PO010-2,2022-07-03 00:00:00.000,128,,Aluminium LED PCB Assemblies x 100,Received
1159,PO011,2022-07-06 00:00:00.000,101,43200,Purchase of Stationeries,Closed
1160,PO008-1,2022-06-05 00:00:00.000,136,,"10 HDDs 3TB",Received
1161,PO011-2,2022-07-06 00:00:00.000,140,,Organizers x 200,Received
1162,PO012,2022-08-16 00:00:00.000,131,265000,Vehicle Spare parts,Open
1163,PO012-2,2022-08-16 00:00:00.000,94,,Dashboard for cards,Received
1164,PO012-2,2022-08-16 00:00:00.000,131,,Dashboard for cards,Received
1165,PO012-2,2022-08-16 00:00:00.000,133,,Rear door + repair,Received
1166,PO012-4,2022-08-16 00:00:00.000,118,,Air suspension compressor x 3,Received
1167,PO012-5,2022-08-16 00:00:00.000,92,,Master brake x 12,Received
1168,PO012-5,2022-08-16 00:00:00.000,133,,Master brake x 12,Received
1169,PO013,2022-08-20 00:00:00.000,142,,Purchase of Cars,Closed
1170,PO013-2,2022-08-20 00:00:00.000,142,,Audi Q7,Received
1171,PO013-4,2022-08-20 00:00:00.000,142,,Hyundai Tucson,Received
1172,PO007-1,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
1173,PO007-2,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
1174,PO007-3,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Cancelled
1175,PO007-3,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Cancelled
1176,PO007-5,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
1177,PO006-1,2022-02-16 00:00:00.000,109,,Packet 2,Received
1178,PO014,2022-09-15 00:00:00.000,98,,Purchases of Digital equipment,Open
1179,PO014-2,2022-09-15 00:00:00.000,134,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1180,PO014-2,2022-09-15 00:00:00.000,137,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1181,PO014-3,2022-09-15 00:00:00.000,137,,NOTEBOOK SATA HDD - 500 GB x 5,Received
1182,PO014-5,2022-09-15 00:00:00.000,134,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1183,PO014-1,2022-09-15 00:00:00.000,124,,EPSON EB-S31 3LCD PROJECTOR x 3,Received
1184,PO014-2,2022-09-15 00:00:00.000,121,,VIEWSONIC PJD5155 PROJECTOR,Received
1185,PO014-2,2022-09-15 00:00:00.000,124,,VIEWSONIC PJD5155 PROJECTOR,Received
1186,PO014-2,2022-09-15 00:00:00.000,137,,VIEWSONIC PJD5155 PROJECTOR,Received
1187,PO014-2,2022-09-15 00:00:00.000,108,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1188,PO014-2,2022-09-15 00:00:00.000,111,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1189,PO014-3,2022-09-15 00:00:00.000,98,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1190,PO014-3,2022-09-15 00:00:00.000,95,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1191,PO014-3,2022-09-15 00:00:00.000,108,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1192,PO014-3,2022-09-15 00:00:00.000,134,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1193,PO014-3,2022-09-15 00:00:00.000,98,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1194,PO014-3,2022-09-15 00:00:00.000,108,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1195,PO014-3,2022-09-15 00:00:00.000,111,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1196,PO014-4,2022-09-15 00:00:00.000,121,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1197,PO014-4,2022-09-15 00:00:00.000,108,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1198,PO014-5,2022-09-15 00:00:00.000,121,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1199,PO014-5,2022-09-15 00:00:00.000,124,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1200,PO014-5,2022-09-15 00:00:00.000,134,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1201,PO014-5,2022-09-15 00:00:00.000,111,,EPSON LQ310 DOT MATRIX PRINTER,Received
1202,PO001,2022-01-03 00:00:00.000,92,,Vehicle Spare parts,Closed
1203,PO001-1,2022-01-03 00:00:00.000,120,,Back lights,Received
1204,PO001-2,2022-01-03 00:00:00.000,120,,Spark plug,Received
1205,PO002,2022-01-10 00:00:00.000,142,750000,Purchase of Car,Open
1206,PO003,2022-01-24 00:00:00.000,137,57300,Computer screens,Closed
1207,PO003-1,2022-01-24 00:00:00.000,111,,"Screens 22""",Received
1208,PO003-1,2022-01-24 00:00:00.000,137,,"Screens 22""",Received
1209,PO003-2,2022-01-24 00:00:00.000,111,,"Screens 35""",Received
1210,PO001-4,2022-01-03 00:00:00.000,92,,Air filter,Received
1211,PO001-4,2022-01-03 00:00:00.000,107,,Air filter,Received
1212,PO001-4,2022-01-03 00:00:00.000,118,,Air filter,Received
1213,PO004-3,2022-02-07 00:00:00.000,140,3000,Paper reams,Received
1214,PO001-5,2022-01-03 00:00:00.000,92,,Brake disc,Received
1215,PO001-5,2022-01-03 00:00:00.000,105,,Brake disc,Received
1216,PO001-6,2022-01-03 00:00:00.000,107,,Axle,Received
1217,PO006,2022-02-16 00:00:00.000,122,250000,Stationery orders,Open
1218,PO009,2022-06-18 00:00:00.000,125,36800,Security vests,Open
1219,PO010-1,2022-07-03 00:00:00.000,102,,Air Conditioner Fan Capacitor x 1000,Received
1220,PO010-2,2022-07-03 00:00:00.000,115,,Starter capacitor x 2000,Received
1221,PO010-2,2022-07-03 00:00:00.000,141,,Starter capacitor x 2000,Received
1222,PO011-1,2022-07-06 00:00:00.000,140,,Staplers Heavy duty x 10,Received
1223,PO008-1,2022-06-05 00:00:00.000,110,,"10 HDDs 3TB",Received
1224,PO008-2,2022-06-05 00:00:00.000,123,,"10 Motherboard Asus PRIME Z270-A",Received
1225,PO006-1,2022-02-16 00:00:00.000,122,,Packet 3,Received
1226,PO011-2,2022-07-06 00:00:00.000,127,,Organizers x 200,Received
1227,PO012,2022-08-16 00:00:00.000,92,265000,Vehicle Spare parts,Open
1228,PO012-1,2022-08-16 00:00:00.000,92,,Aluminium evaporator x 15,Received
1229,PO008-2,2022-06-05 00:00:00.000,110,,Seagate Barracuda 2TB SATA Hard Drive,Received
1230,PO012-1,2022-08-16 00:00:00.000,92,,Wheels and balancing,Received
1231,PO012-2,2022-08-16 00:00:00.000,94,,Servicing of cars,Received
1232,PO012-2,2022-08-16 00:00:00.000,120,,Rear door + repair,Received
1233,PO012-3,2022-08-16 00:00:00.000,107,,High pressure fuel injector nozzle OEM x 10,Received
1234,PO012-3,2022-08-16 00:00:00.000,133,,High pressure fuel injector nozzle OEM x 10,Received
1235,PO012-4,2022-08-16 00:00:00.000,133,,Air suspension compressor x 3,Received
1236,PO012-5,2022-08-16 00:00:00.000,133,,Aluminium alloy set x 5,Received
1237,PO013,2022-08-20 00:00:00.000,129,,Purchase of Cars,Closed
1238,PO013-3,2022-08-20 00:00:00.000,129,,Chevrolet Equinox,Received
1239,PO013-4,2022-08-20 00:00:00.000,129,,Hyundai Tucson,Received
1240,PO007-1,2022-06-03 00:00:00.000,143,,Employee journey taxi service,Received
1241,PO007-2,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
1242,PO007-2,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
1243,PO007-4,2022-06-03 00:00:00.000,130,,Employee journey taxi service,Received
1244,PO007-5,2022-06-03 00:00:00.000,126,,Employee journey taxi service,Received
1245,PO014,2022-09-15 00:00:00.000,137,,Purchases of Digital equipment,Open
1246,PO014-1,2022-09-15 00:00:00.000,95,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1247,PO014-1,2022-09-15 00:00:00.000,98,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1248,PO014-2,2022-09-15 00:00:00.000,111,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1249,PO014-4,2022-09-15 00:00:00.000,111,,"3TB SATA HARD DISK x 4",Received
1250,PO014-5,2022-09-15 00:00:00.000,95,,WESTERN DIGITAL USB 3.0 EXTERNAL HARD DISK 3.5 4TB x 2,Received
1251,PO014-1,2022-09-15 00:00:00.000,98,,FAN UNIT x 20,Cancelled
1252,PO014-1,2022-09-15 00:00:00.000,111,,FAN UNIT x 20,Cancelled
1253,PO014-1,2022-09-15 00:00:00.000,137,,FAN UNIT x 20,Cancelled
1254,PO014-2,2022-09-15 00:00:00.000,121,,COOLER MASTER SEIDON120V V3 PLUS WATER-COOLING KIT x 5,Received
1255,PO014-3,2022-09-15 00:00:00.000,108,,GENIUS MEDIA POINTER 900BT x 3,Received
1256,PO014-3,2022-09-15 00:00:00.000,95,,USB WIRELESS <<T>> LASER POINTER PRESENTER x 2,Received
1257,PO014-3,2022-09-15 00:00:00.000,111,,ASUS H110M-A (INTEL H110) DDR4 LGA1151 MATX x 4,Received
1258,PO014-3,2022-09-15 00:00:00.000,134,,ASUS B150M-K DDR4 (INTEL B150) LGA1151 MATX x 2,Received
1259,PO014-4,2022-09-15 00:00:00.000,108,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1260,PO014-4,2022-09-15 00:00:00.000,111,,ASUS H81M-A (INTEL H81) LGA1150 MATX x 2,Received
1261,PO014-4,2022-09-15 00:00:00.000,124,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1262,PO014-4,2022-09-15 00:00:00.000,137,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1263,PO014-5,2022-09-15 00:00:00.000,98,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1264,PO014-5,2022-09-15 00:00:00.000,108,,HP OFFICEJET PRO 6830 E-ALL-IN-ONE PRINTER,Received
1265,PO014-5,2022-09-15 00:00:00.000,134,,DELL N3543 CORE i5 x 3,Cancelled
1266,PO001,2022-01-03 00:00:00.000,118,,Vehicle Spare parts,Closed
1267,PO001,2022-01-03 00:00:00.000,131,,Vehicle Spare parts,Closed
1268,PO001,2022-01-03 00:00:00.000,133,,Vehicle Spare parts,Closed
1269,PO001-1,2022-01-03 00:00:00.000,94,,Back lights,Received
1270,PO001-2,2022-01-03 00:00:00.000,105,,Spark plug,Received
1271,PO001-2,2022-01-03 00:00:00.000,133,,Spark plug,Received
1272,PO002,2022-01-10 00:00:00.000,129,750000,Purchase of Car,Open
1273,PO003-2,2022-01-24 00:00:00.000,134,,"Screens 35""",Received
1274,PO003-3,2022-01-24 00:00:00.000,108,,"Screens 15""",Received
1275,PO001-3,2022-01-03 00:00:00.000,107,,Fuel filter,Received
1276,PO001-3,2022-01-03 00:00:00.000,120,,Fuel filter,Received
1277,PO004,2022-02-07 00:00:00.000,114,6800,Purchase of Stationeries,Closed
1278,PO005,2022-04-07 00:00:00.000,93,21000,International Magazines,Closed
1279,PO005-2,2022-04-07 00:00:00.000,132,,Science world,Received
1280,PO003-4,2022-01-24 00:00:00.000,95,,"Screens 35""",Received
1281,PO004-3,2022-02-07 00:00:00.000,114,3000,Paper reams,Received
1282,PO005-3,2022-04-07 00:00:00.000,93,,Science world,Received
1283,PO005-3,2022-04-07 00:00:00.000,106,,Science world,Received
1284,PO001-5,2022-01-03 00:00:00.000,120,,Brake disc,Received
1285,PO001-5,2022-01-03 00:00:00.000,133,,Brake disc,Received
1286,PO001-6,2022-01-03 00:00:00.000,92,,Axle,Received
1287,PO001-6,2022-01-03 00:00:00.000,120,,Axle,Received
1288,PO006,2022-02-16 00:00:00.000,135,250000,Stationery orders,Open
1289,PO007,2022-06-03 00:00:00.000,126,26700,Taxi services fees,Closed
1290,PO007,2022-06-03 00:00:00.000,130,26700,Taxi services fees,Closed
1291,PO009,2022-06-18 00:00:00.000,99,36800,Security vests,Open
1292,PO009,2022-06-18 00:00:00.000,138,36800,Security vests,Open
1293,PO010-1,2022-07-03 00:00:00.000,141,,Air Conditioner Fan Capacitor x 1000,Received
1294,PO010-2,2022-07-03 00:00:00.000,141,,Aluminium LED PCB Assemblies x 100,Received
1295,PO010-2,2022-07-03 00:00:00.000,102,,Starter capacitor x 2000,Received
1296,PO010-3,2022-07-03 00:00:00.000,102,,Block connector universal x 200,Received
1297,PO010-3,2022-07-03 00:00:00.000,115,,Block connector universal x 200,Received
1298,PO010-3,2022-07-03 00:00:00.000,128,,Block connector universal x 200,Received
1299,PO011,2022-07-06 00:00:00.000,114,43200,Purchase of Stationeries,Closed
1300,PO011,2022-07-06 00:00:00.000,127,43200,Purchase of Stationeries,Closed
1301,PO008-2,2022-06-05 00:00:00.000,110,,"10 Motherboard Asus PRIME Z270-A",Received
1302,PO006-1,2022-02-16 00:00:00.000,135,,Packet 3,Received
1303,PO012,2022-08-16 00:00:00.000,118,265000,Vehicle Spare parts,Open
1304,PO012-1,2022-08-16 00:00:00.000,94,,Aluminium evaporator x 15,Received
1305,PO006-1,2022-02-16 00:00:00.000,122,,Packet 4,Received
1306,PO012-1,2022-08-16 00:00:00.000,120,,Wheels and balancing,Received
1307,PO012-2,2022-08-16 00:00:00.000,92,,Servicing of cars,Received
1308,PO012-2,2022-08-16 00:00:00.000,133,,Dashboard for cards,Received
1309,PO012-2,2022-08-16 00:00:00.000,92,,Rear door + repair,Received
1310,PO012-2,2022-08-16 00:00:00.000,105,,Rear door + repair,Received
1311,PO012-3,2022-08-16 00:00:00.000,118,,High pressure fuel injector nozzle OEM x 10,Received
1312,PO012-4,2022-08-16 00:00:00.000,105,,Air suspension compressor x 3,Received
1313,PO012-4,2022-08-16 00:00:00.000,120,,Air suspension compressor x 3,Received
1314,PO012-5,2022-08-16 00:00:00.000,118,,Aluminium alloy set x 5,Received
1315,PO012-5,2022-08-16 00:00:00.000,131,,Aluminium alloy set x 5,Received
1316,PO012-5,2022-08-16 00:00:00.000,118,,Master brake x 12,Received
1317,PO006-1,2022-02-16 00:00:00.000,109,,Packet 5,Received
1318,PO006-1,2022-02-16 00:00:00.000,135,,Packet 5,Received
1319,PO013-1,2022-08-20 00:00:00.000,142,,Audi Q5,Received
1320,PO013-2,2022-08-20 00:00:00.000,103,,Audi Q7,Received
1321,PO013-3,2022-08-20 00:00:00.000,116,,Chevrolet Equinox,Received
1322,PO006-1,2022-02-16 00:00:00.000,122,,Packet 6,Received
1323,PO006-1,2022-02-16 00:00:00.000,135,,Packet 6,Received
1324,PO007-1,2022-06-03 00:00:00.000,100,,Employee journey taxi service,Received
1325,PO007-1,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
1326,PO007-1,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1327,PO007-2,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
1328,PO007-2,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1329,PO007-2,2022-06-03 00:00:00.000,117,,Employee journey taxi service,Received
1330,PO007-3,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Cancelled
1331,PO007-4,2022-06-03 00:00:00.000,104,,Employee journey taxi service,Received
1332,PO007-4,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1333,PO007-4,2022-06-03 00:00:00.000,139,,Employee journey taxi service,Received
1334,PO007-5,2022-06-03 00:00:00.000,113,,Employee journey taxi service,Received
1335,PO014-1,2022-09-15 00:00:00.000,134,,"2.5 EXTERNAL TOSHIBA 1TB HARD DISK USB 3.0 x 2",Received
1336,PO014-2,2022-09-15 00:00:00.000,108,,"2.5 EXTERNAL TOSHIBA 2TB HARD DISK USB 3.0 x 3",Received
1337,PO014-4,2022-09-15 00:00:00.000,95,,"3TB SATA HARD DISK x 4",Received
1338,PO014-1,2022-09-15 00:00:00.000,95,,FAN UNIT x 20,Cancelled
1339,PO014-2,2022-09-15 00:00:00.000,111,,VIEWSONIC PJD5155 PROJECTOR,Received
1340,PO014-3,2022-09-15 00:00:00.000,111,,GENIUS MEDIA POINTER 900BT x 3,Received
1341,PO014-4,2022-09-15 00:00:00.000,98,,HP ADVANTAGE 4535 ALL-IN-ONE INKJET PRINTER,Received
1342,PO014-4,2022-09-15 00:00:00.000,98,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1343,PO014-4,2022-09-15 00:00:00.000,108,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1344,PO014-4,2022-09-15 00:00:00.000,124,,HP M277DW WIFI COLOUR LASERJET PRO MFP,Received
1345,PO014-5,2022-09-15 00:00:00.000,98,,EPSON LQ310 DOT MATRIX PRINTER,Received
1346,PO014-5,2022-09-15 00:00:00.000,134,,EPSON LQ310 DOT MATRIX PRINTER,Received
1347,PO001,2022-01-03 00:00:00.000,120,,Vehicle Spare parts,Closed
1348,PO001-2,2022-01-03 00:00:00.000,92,,Spark plug,Received
1349,PO001-2,2022-01-03 00:00:00.000,107,,Spark plug,Received
1350,PO002,2022-01-10 00:00:00.000,116,750000,Purchase of Car,Open
1351,PO003,2022-01-24 00:00:00.000,108,57300,Computer screens,Closed
1352,PO003-3,2022-01-24 00:00:00.000,98,,"Screens 15""",Received
1353,PO003-3,2022-01-24 00:00:00.000,111,,"Screens 15""",Received
1354,PO003-3,2022-01-24 00:00:00.000,134,,"Screens 15""",Received
1355,PO001-3,2022-01-03 00:00:00.000,105,,Fuel filter,Received
